------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
               -0.25,               0.2816
               -0.24,             0.268599
               -0.23,             0.255812
               -0.22,             0.243276
               -0.21,             0.231018
                -0.2,             0.219069
               -0.19,             0.207441
               -0.18,             0.196151
               -0.17,             0.185212
               -0.16,             0.174631
               -0.15,             0.164413
               -0.14,             0.154564
               -0.13,             0.145084
               -0.12,             0.135975
               -0.11,             0.127235
                -0.1,             0.118862
               -0.09,             0.110854
               -0.08,             0.103207
               -0.07,            0.0959168
               -0.06,            0.0889775
               -0.05,            0.0823836
               -0.04,             0.076129
               -0.03,            0.0702067
               -0.02,            0.0646093
               -0.01,            0.0593292
                   0,            0.0543581
                0.01,            0.0496876
                0.02,            0.0453088
                0.03,            0.0412125
                0.04,            0.0373894
                0.05,            0.0338297
                0.06,            0.0305235
                0.07,            0.0274609
                0.08,            0.0246315
                0.09,            0.0220251
                 0.1,            0.0196311
                0.11,            0.0174391
                0.12,            0.0154383
                0.13,            0.0136183
                0.14,            0.0119684
                0.15,            0.0104787
                0.16,           0.00913664
                0.17,           0.00793389
                0.18,           0.00685954
                0.19,           0.00590354
                 0.2,           0.00505613
                0.21,           0.00430785
                0.22,           0.00364965
                0.23,           0.00307294
                0.24,           0.00256966
                0.25,           0.00213235
                0.26,           0.00175419
                0.27,           0.00142908
                0.28,           0.00115156
                0.29,          0.000916697
                 0.3,          0.000720194
                0.31,          0.000558155
                0.32,          0.000426785
                0.33,          0.000322255
                0.34,          0.000240664
                0.35,          0.000178141
                0.36,          0.000131022
                0.37,          9.60308e-05
                0.38,          7.03986e-05
                0.39,             5.19e-05
                 0.4,          3.88276e-05
                0.41,          2.99349e-05
                0.42,          2.43748e-05
                0.43,          2.16504e-05
                0.44,           2.1591e-05
                0.45,          2.43581e-05
                0.46,          3.04917e-05
                0.47,          4.10063e-05
                0.48,          5.75536e-05
                0.49,          8.26794e-05
                 0.5,          0.000120212
                0.51,           0.00017584
                0.52,          0.000257974
                0.53,          0.000378999
                0.54,          0.000557128
                0.55,          0.000819089
                0.56,           0.00120404
                0.57,           0.00176918
                0.58,           0.00259783
                0.59,           0.00381067
                 0.6,           0.00558129
                0.61,           0.00815667
                0.62,             0.011883
                0.63,            0.0172349
                0.64,            0.0248438
                0.65,            0.0355142
                0.66,            0.0502144
                0.67,            0.0700228
                0.68,            0.0960265
                0.69,             0.129184
                 0.7,             0.170199
                0.71,             0.219436
                0.72,             0.276927
                0.73,             0.342427
                0.74,             0.415504
                0.75,             0.495634
                0.76,             0.582265
                0.77,             0.674867
                0.78,             0.772954
                0.79,             0.876096
                 0.8,             0.983924
                0.81,              1.09612
                0.82,              1.21242
                0.83,              1.33259
                0.84,              1.45646
                0.85,              1.58386
                0.86,              1.71469
                0.87,              1.84882
                0.88,              1.98618
                0.89,              2.12671
                 0.9,              2.27035
                0.91,              2.41708
                0.92,              2.56685
                0.93,              2.71965
                0.94,              3.08096
                0.95,              3.44843
                0.96,              3.79424
                0.97,              4.13628
                0.98,              4.48102
                0.99,              4.83162
                   1,              5.18986
                1.01,              5.55678
                1.02,              5.93282
                1.03,              6.31811
                1.04,               6.7125
                1.05,              7.11561
                1.06,              7.52688
                1.07,              7.94566
                1.08,              8.37122
                1.09,              8.80277
                 1.1,              9.23954
                1.11,              9.68076
                1.12,              10.1257
                1.13,              10.5737
                1.14,              11.0241
                1.15,              11.4763
                1.16,              11.9299
                1.17,              12.3843
                1.18,              12.8393
                1.19,              13.2944
                 1.2,              13.7493
                1.21,              14.2038
                1.22,              14.6577
                1.23,              15.1107
                1.24,              15.5627
                1.25,              16.0135
                1.26,               16.463
                1.27,              16.9112
                1.28,              17.3578
                1.29,              17.8028
                 1.3,              18.2461
                1.31,              18.6876
                1.32,              19.1272
                1.33,              19.5648
                1.34,              20.0002
                1.35,              20.4333
                1.36,              20.8637
                1.37,              21.2911
                1.38,               21.715
                1.39,              22.1349
                 1.4,              22.5498
                1.41,              22.9587
                1.42,              23.3603
                1.43,              23.7526
                1.44,              24.1338
                1.45,              24.5015
                1.46,              24.8535
                1.47,              25.1876
                1.48,              25.5021
                1.49,              25.7959

